spot_name,region,richness,tags,summary,address,video_id,views,keywords
오아시스80,애월,low,,,,6vNi3TOK9BA,720587,애월 카페|제주시 카페|제주 조용한 카페
오아시스80,애월,low,,,,WJz87DTkKUo,2665,애월 카페
오아시스80,애월,low,신상,,,qUBV0m5IbRA,129508,제주 신상 카페
오아시스80 (OASIS 80),애월,high,주차편함|베이커리,"주차는 카카오T 애월카페거리 1,2,3 주차장을 이용 가능하며 단체 이용·포장·무선인터넷·간편결제를 제공함.","제주 제주시 애월읍 애월로1길 26-7 가동, 나동 1층",g0kza9L_7Y4,2561,애월 카페|제주 신상 카페
올리가든클럽,애월,mid,브런치|애견동반,애견동반 브런치 카페로 소개됨.,,OH4IvUHDpuk,4184,제주 애견동반 카페
요아정 (팝업),애월,high,디저트,"노희영 대표와 콜라보해 팝업으로 운영되며 '그릭그릭제주' 메뉴(11,900원)를 제공.",제주 제주시 애월읍 애월로1길 24-7,8G2JjhPJAwo,35172,애월 카페
우르드르,애월,high,감성,건축물 대상에 뽑힌 모던 카페,제주 제주시 애월읍 어림비로 246,DjRAssc0_rs,8547,한림 카페
우무,애월,mid,디저트,"푸딩(7,300원)에 대한 언급이 있으며 가격대 정보가 있다.",,oigwZuObTmY,271795,제주 명소|애월 맛집|애월 포토존|한림 카페|한림 맛집|한림 포토존|협재 카페|협재 맛집|협재 포토존|함덕 포토존|중문 포토존|제주시 맛집|제주 노을 카페
우유부단,애월,low,디저트,,,coP7M3fRvGQ,90196,애월 카페|협재 카페
우유부단,애월,low,,,,cJ4mNonRQcg,26899,제주 오션뷰 카페
울트라마린,애월,low,오션뷰,,,cJ4mNonRQcg,26899,제주 오션뷰 카페
웨스트그라운드,애월,low,오션뷰,,,cJ4mNonRQcg,26899,제주 오션뷰 카페
웨스트그라운드 (West Ground),애월,high,주차편함|애견동반,"주차 가능, 반려동물은 케이지 동반 가능.",제주 제주시 한경면 신한로 183-16,Rn7q2JLUqb4,79313,제주 카페
웨이뷰,애월,low,오션뷰,,,cJ4mNonRQcg,26899,제주 오션뷰 카페
위이,애월,low,브런치,,,TZsLmw-Xp_s,216469,애월 카페|협재 카페|협재 맛집|제주 감성 카페
이끼숲소길,애월,low,숲뷰|감성,,,I73wrrXQB40,1730,애월 카페
이끼숲소길,애월,high,감성|숲뷰,"숲속 공원 겸 카페로, 1인 1음료 주문 시 이끼숲길·수국길 공원을 자유롭게 산책할 수 있음.",제주특별자치도 제주시 애월읍,PmKFm-lf_cU,4837,제주시 카페|제주 감성 카페
이끼숲소길,애월,high,주차편함,"넓은 주차장 보유, 영업시간 및 연중무휴 정보가 본문에 있음.",제주 제주시 애월읍 장소로 621,H1sG2x1gECI,13714,제주 대형카페|제주 신상 카페
이동건 카페,애월,low,,,,R9TfE6uVaks,15060,애월 카페
이피커피,애월,high,,커피맛 만큼은 제주 1등,제주 제주시 애월읍 상가북6길 13 1층,DjRAssc0_rs,8547,한림 카페
인디고인디드 카페,애월,low,,,,6E5WOrJWXKA,17553,애월 카페
인디안 썸머 애월,애월,high,감성,분위기 씹어먹는 산장같은 술집 겸 카페,제주 제주시 애월읍 애월로4길 9 1층,DjRAssc0_rs,8547,한림 카페
인디안 썸머 애월,애월,high,감성,,제주 제주시 애월읍 애월로4길 9,aE0ghLICcXo,3727,협재 카페
제로정류장,애월,low,감성,애월 방문지 목록에 포함된 카페로 보임.,,gQWqUG7Rjpg,25405,애월 카페
제주 그럼외도,애월,low,애견동반,,,eXRsUFo6ALI,400,제주 애견동반 카페
제주 애월역,애월,high,감성|포토존,포토존이 가득한 감성 카페로 예전 간이역 컨셉의 유니크한 포토존이 특징이다.,"제주 제주시 애월읍 구엄길64, 1층 제주 애월역",KezH9RhF-x0,1850,애월 포토존
제주 유럽감성 초신상카페,애월,low,애견동반|신상,,,Y9qlrjMTppU,2022,제주 애견동반 카페
제주 테라도스,애월,low,애견동반|오션뷰,,,eXRsUFo6ALI,400,제주 애견동반 카페
제주나기,애월,low,감성,애월권에서 방문한 카페로 보임.,,gQWqUG7Rjpg,25405,애월 카페
제주당,애월,low,베이커리,,,BiGgae-w0_8,17391,협재 카페|제주시 카페|제주 베이커리 카페
제주당,애월,high,베이커리|야외석|주차편함|감성,"800평 규모의 초대형 농장 카페로 제주 감귤빵·현무암 말차소보로·농부의 건강주스 등을 제공; 주차는 전용 무료주차장 넓음, 야외석에 반려동물 동반 가능.",제주 제주시 애월읍 월각로 927,sW0oHLARx08,3099,제주 감성 카페
제주당,애월,low,베이커리|대형,,,Lf4XONyjaTc,1812,제주 대형카페
제주당,애월,mid,베이커리|대형,제주 곶자왈 컨셉의 자연과 함께 제주 지역 특산물을 즐길 수 있는 유명 베이커리 카페.,,15LMeooMqGI,1294,제주 베이커리 카페
제주당,애월,high,베이커리|신상,"뷰: 주변 경치가 멋지며, 시그니처 메뉴: 빵(초대형 베이커리 규모).",제주 제주시 애월읍 월각로 927,wiagQAiezoc,11780,제주 베이커리 카페|제주 신상 카페
제주당,애월,high,베이커리|대형|주차편함,농장 컨셉의 800평 규모 대형 베이커리 카페로 통창 너머로 새별오름이 보이며 야외 이용이 가능. 스마트팜에서 재배한 채소를 사용하고 가족 단위 방문객이 많음. 영업시간은 매일 10:00–21:00(라스트오더 20:30).,제주 제주시 애월읍 월각로 927,y-9bZ0bDpuI,8040,제주 베이커리 카페
제주당,애월,low,베이커리|대형|주차편함,,,STZMkfRtwlA,277,제주 베이커리 카페
제주당 베이커리,애월,high,대형|베이커리,애월 새별오름 근처 800평 규모의 초대형 유럽 농장 컨셉 베이커리.,제주시 애월읍 월각로 927,9nqnk3YOQBI,2252,제주 대형카페
제주당 베이커리 카페,애월,high,베이커리|주차편함,"넓은 주차장 보유, 영업시간 및 연중무휴 정보가 본문에 있음.",제주 제주시 애월읍 월각로 927,H1sG2x1gECI,13714,제주 대형카페|제주 신상 카페
제주애월빵공장,애월,high,베이커리|오션뷰|통창,"바다뷰를 통유리로 감상할 수 있는 넓은 실내의 베이커리카페이며 아이스 아메리카노와 고구마빵, 현무암빵이 인기입니다.",,qOJw1CkHQcs,206,제주 베이커리 카페|제주 디저트 카페
제피로스,애월,low,오션뷰,,,iyUYYkN7oxE,17322,제주 오션뷰 카페
지구상회 애월본점,애월,high,감성,,제주 제주시 애월읍 애월해안로 715,aE0ghLICcXo,3727,협재 카페
집의기록상점,애월,low,,,,8VJT2uA5PsI,1247,애월 카페
청수당,애월,high,신상,애월 신상 카페이며 실내 폭포가 특징입니다.,제주시 애월읍 애월로1길 19,_CE44-Ra7rE,14986,애월 카페|애월 포토존|제주 오션뷰 카페|제주 노을 카페
청수당 애월점,애월,mid,디저트|감성,애월 바다 근처의 감성 디저트 카페로 동양적인 정원 분위기와 사진 촬영하기 좋은 공간을 갖춘 카페.,,ZLrQnIBpQSI,469,애월 카페
청수당 애월점 (Cheongsudang Awwol),애월,high,주차편함|디저트,"애월에 위치한 지점으로 매일 영업(10:30-21:00, 20:00 라스트오더)하며 단체 이용·포장·무선인터넷·주차를 제공함.",제주 제주시 애월읍 애월로1길 19,g0kza9L_7Y4,2561,애월 카페|제주 신상 카페
카이막,애월,low,,,,eIj-oomDNLg,2556678,제주 맛집|제주 카페|애월 카페|제주시 카페|제주 조용한 카페|대정 카페
카페 구할구,애월,low,감성,,,ZDiNKnQ12nY,3288,위미 카페
카페 데스틸,애월,high,오션뷰,,제주 제주시 한경면 한경해안로 110 카페데스틸,SrFxvaKAe_k,138484,애월 카페|한림 카페|한림 맛집|협재 카페|함덕 카페|월정리 카페|월정리 맛집|성산 카페|표선 카페|서귀포 카페|제주 오션뷰 카페|제주 감성 카페|제주 브런치 카페|제주 조용한 카페|곽지 카페
카페 동경앤책방,애월,high,,일본식 샌드위치와 핸드드립 & 서점.,제주 제주시 애월읍 하귀2리 1382,g_LgFH7sd-c,2010,제주 카페|함덕 카페|제주시 카페|제주 브런치 카페
카페 애월드선셋,애월,low,오션뷰|애견동반,,,OH4IvUHDpuk,4184,제주 애견동반 카페
카페 어림비,애월,low,감성|오션뷰,애월의 바람을 느낄 수 있는 감성 카페로 보임.,,gQWqUG7Rjpg,25405,애월 카페
카페델문도,애월,low,오션뷰|인생샷,,,iyUYYkN7oxE,17322,제주 오션뷰 카페
카페루시아,애월,low,오션뷰,,,iyUYYkN7oxE,17322,제주 오션뷰 카페
카페봄날,애월,high,감성,아기자기한 제주 감성의 카페입니다.,제주시 애월읍 애월로1길 25,_CE44-Ra7rE,14986,애월 카페|애월 포토존|제주 오션뷰 카페|제주 노을 카페
커피냅로스터스,애월,low,베이커리,,,3Yvn1X7Z0rE,1157,한림 카페
콜체스 카페,애월,low,,,,34u8eVx9ykQ,20833,협재 카페|협재 맛집
콩카페,애월,high,브런치|디저트,"영업시간이 09:30~20:20이며 대표메뉴로 코코넛스무디커피, 코코넛연유커피, 비나카노가 언급되어 있음.",제주 제주시 애월읍 곽지3길 21,9wKNjs12AHo,649,곽지 카페
콩카페,애월,high,브런치|디저트,뷰: 곽지해수욕장 인근 해변 뷰가 있는 위치. 영업 특이사항: 영업시간 09:30~19:00. 시그니처 메뉴와 가격대: 코코넛스무디커피·코코넛연유커피·비나카노.,제주 제주시 애월읍 곽지3길 21,U4aFh5Fuh6c,811,곽지 카페
크랩잭 애월한담해변,애월,high,노을|야외석|오션뷰,"노을 질때 방문 추천, 가게 옆으로 해안 산책로가 있고 날씨 좋을 땐 야외 좌석 이용 가능.",제주 제주시 애월읍 애월북서길 56-1 1층 크랩잭,Wk45aSDW-9Q,26116,제주 애견동반 카페
클랭블루 제주,애월,mid,오션뷰|디저트|감성,"바다 뷰와 갤러리 같은 감성 인테리어, 향긋한 드립커피와 디저트가 있는 카페.",,rFA6pBeJg0g,336,제주 디저트 카페
탱글,애월,high,디저트,,제주 제주시 애월읍 애월로9길 12-7 1층,GsB9PXwSlXk,4071,한림 포토존
테라로사,애월,low,베이커리|감성,애월 일정에 포함된 유명 카페(베이커리 포함)로 보임.,,gQWqUG7Rjpg,25405,애월 카페
토투가커피,애월,mid,오션뷰|감성,애월 카페거리에서 바다뷰를 보며 디저트를 즐길 수 있다는 본문 문맥 근거가 있음.,,8VJT2uA5PsI,1247,애월 카페
트라이브,애월,low,,,,8VJT2uA5PsI,1247,애월 카페
팀 블로우,애월,high,감성|야외석,마당의 소나무 & 언덕위의 집 같은 위치가 특징입니다.,제주시 애월읍 애월로 19-5 1층,_CE44-Ra7rE,14986,애월 카페|애월 포토존|제주 오션뷰 카페|제주 노을 카페
평균이하,애월,high,디저트|신상|감성,"유리공예(스테인드글라스) 작품들로 꾸며진 감성적인 분위기, 수플레 팬케이크와 수제 푸딩을 제공함. 신상 가오픈 중이며 고양이 두 마리가 있음.",제주시 애월읍 애월로4길 14,G4eHVKd0h0Q,1401,애월 포토존|제주 조용한 카페
풍차해안도로 뷰맛집 카페,애월,low,오션뷰|감성,해안도로의 풍차 뷰를 볼 수 있는 카페.,,d51r3699SQw,74968,제주 카페|애월 카페|협재 카페|제주 감성 카페|제주 조용한 카페|김녕 카페
프란츠스토어,애월,low,,,,TZsLmw-Xp_s,216469,애월 카페|협재 카페|협재 맛집|제주 감성 카페
프레스 드라이버,애월,low,,,,TZsLmw-Xp_s,216469,애월 카페|협재 카페|협재 맛집|제주 감성 카페
플라잉애월,애월,high,오션뷰|노을|디저트|브런치|통창,"통유리창 너머로 펼쳐지는 제주 바다 오션뷰와 창가석에서 바라보는 노을이 특징이며, 커피·수제 디저트·과일주스·브런치류(예: 미트파이) 등을 판매한다.",제주 제주시 애월읍 애월해안로 765,hInd5ykR0VQ,3788,제주 오션뷰 카페|제주 노을 카페
플로웨이브,애월,low,감성|오션뷰,"애월에서 방문한 카페로, 바다 풍경 관련 맥락이 있어 보임.",,gQWqUG7Rjpg,25405,애월 카페
픽업 카페 애월점,애월,low,베이커리,,,34u8eVx9ykQ,20833,협재 카페|협재 맛집
하이엔드제주,애월,high,오션뷰|디저트|베이커리,"넓고 탁 트인 테라스와 시원한 바닷바람으로 푸른 오션뷰를 즐길 수 있으며, 직접 만든 과일 디저트와 케이크를 전문으로 함. 영업시간은 매일 10:00 - 20:00.",제주시 애월읍 애워북서길56 하이엔드제주,O3egkS7Uv9s,1032,애월 카페
한림페이보릿,애월,high,,,제주 제주시 애월읍 하귀로 50 2층,GsB9PXwSlXk,4071,한림 포토존
해지개,애월,low,대형|베이커리,,,wu5xHmR6iug,138339,제주 카페|애월 카페|애월 맛집|제주시 카페|제주 대형카페|제주 베이커리 카페|제주 애견동반 카페|제주 조용한 카페|제주 신상 카페|제주 노을 카페
해지개,애월,mid,베이커리|노을|대형,애월에 위치한 대형 베이커리 카페로 석양이 아름다운 일몰 맛집으로 소개됨.,,ukerRTGDuQ0,18699,제주 카페|한림 카페|협재 카페|성산 카페|표선 카페|중문 카페|제주시 카페|서귀포 카페|제주 오션뷰 카페|제주 조용한 카페|제주 신상 카페
해지개,애월,high,야외석|전통찻집,한옥식 인테리어 & 넓은 야외 테라스석이 있습니다.,제주시 애월읍 애월북서길 52 . 1~2층,_CE44-Ra7rE,14986,애월 카페|애월 포토존|제주 오션뷰 카페|제주 노을 카페
해지개,애월,mid,오션뷰|대형|베이커리,대형 오션뷰 베이커리 카페로 어디에 앉아도 탁 트인 바다를 볼 수 있으며 야외 누마루석에서 파도 소리를 들으며 쉴 수 있음.,,ngqcOFYSi_4,7221,애월 카페|제주 오션뷰 카페|제주 베이커리 카페
해지개,애월,low,,,,VSw24wzP-yM,16960,애월 카페
해지개,애월,low,,,,sDjouK5crhs,8397,애월 카페
해지개,애월,low,,,,coP7M3fRvGQ,90196,애월 카페|협재 카페
해지개,애월,low,,,,qG_PJygD-xk,1803,애월 카페
해지개,애월,high,오션뷰|루프탑|주차편함|주차편함,"오션뷰 카페. 무료 주차 가능. 만 13세 미만은 루프탑 이용 제한, 반려동물 동반 제한, 테이크아웃 가능, 무선 인터넷 제공.",제주특별자치도 제주시 애월읍 애월북서길 52,SZ5Q6_6TVw8,2114,한림 카페|협재 카페|제주 오션뷰 카페
해지개,애월,low,,,,L48C-mmZG3w,23076,협재 카페|협재 맛집
해지개,애월,low,오션뷰,,,cJ4mNonRQcg,26899,제주 오션뷰 카페
해지개,애월,low,오션뷰,,,98yJXHTBwOU,5101,제주 오션뷰 카페|제주 대형카페|제주 베이커리 카페|제주 노을 카페
해지개,애월,low,디저트,,,sUiDSoQCzhc,1783,제주 디저트 카페
해지개,애월,high,오션뷰|베이커리|통창,애월 바다를 한 눈에 볼 수 있는 통창이 있어 내부에서도 확 트인 바다뷰를 즐길 수 있으며 베이커리 종류가 다양함.,"제주시 애월읍 애월북서길 52, 1-2층",TWxh8iVINJI,1027,제주 노을 카페
해지개 카페,애월,high,오션뷰|베이커리|노을|감성,한담해변 근처 한옥 분위기의 베이커리 카페로 애월 바다와 노을을 볼 수 있는 오션뷰 카페.,제주 제주시 애월읍 애월북서길 52 . 1~2층,Aq4y8lTts0Y,2869,애월 카페
해지개카페,애월,mid,베이커리|오션뷰,"좌식 좌석과 뷰, 빵을 함께 제공하는 카페다.",,oigwZuObTmY,271795,제주 명소|애월 맛집|애월 포토존|한림 카페|한림 맛집|한림 포토존|협재 카페|협재 맛집|협재 포토존|함덕 포토존|중문 포토존|제주시 맛집|제주 노을 카페
홀츠,애월,high,베이커리,,제주 제주시 애월읍 하소로 681-13,gQSgtEjeMZA,19116,제주 베이커리 카페
홀츠애월,애월,low,베이커리,,,9iIG7SEpnoA,805,제주 베이커리 카페
Lp까페,우도,low,,,,h0h124D_M-4,353,우도 카페
너흐,우도,low,,,,jYmpRA5TBiU,4490,우도 카페|우도 맛집
다결,우도,low,,,,sNjzQ6NSwQo,258,우도 카페
달그리안,우도,low,,,,18jnFzvz0s0,2075,우도 카페
달콤아재,우도,low,감성,우도에 위치한 카페로 제주 동쪽 바다를 즐기며 방문한 카페 중 하나로 소개됨.,,FYmoVEKFbzk,94,세화 카페
땅콩 아이스크림,우도,low,디저트,,,1B1e5oz_bIU,7059,우도 카페
밭318,우도,mid,오션뷰|감성|야외석,카페로 유채꽃 배경과 사진 찍기 좋은 공간이 있다는 설명이 있음.,,l4n0BMzLhCc,58432,우도 카페|우도 맛집
밭318,우도,low,,,,qK9vZTKkUTg,381,우도 카페
블랑로쉐,우도,high,디저트|야외석,땅콩아이스크림이 언급된 카페.,제주 제주시 우도면 우도해안길 783 1층,2KrNRRRZmp8,12634,우도 카페|우도 맛집
블랑로쉐,우도,low,디저트,,,jYmpRA5TBiU,4490,우도 카페|우도 맛집
블랑로쉐,우도,low,오션뷰,,,WageLfFTreA,433,우도 카페
블랑로쉐,우도,low,오션뷰,,,98yJXHTBwOU,5101,제주 오션뷰 카페|제주 대형카페|제주 베이커리 카페|제주 노을 카페
소소샵,우도,low,디저트,,,tEWspSTnirU,683,우도 카페
쉬젠,우도,low,감성,우도에 있는 카페로 영상에서 다녀온 장소로 소개됨.,,FYmoVEKFbzk,94,세화 카페
연이네카페,우도,low,,,,JgZ6F44LgjI,25090,우도 카페
오누이찐빵,우도,low,베이커리,,,JynOD-w7yt4,389,우도 카페
온오프 우도,우도,low,감성,우도 방문 중 소개된 카페 브랜드(우도 지점).,,7iTroY2ZD5k,16653,우도 포토존
우도,우도,low,,,,IfAUUz9sSnQ,177,우도 카페
우도,우도,low,,,,NIOuFzX33mg,77,우도 카페
우도 땅콩아이스크림(일반판매처),우도,low,,,,erA0NVxjOFU,11263,우도 카페|우도 맛집
우도 레츠고 카페,우도,low,,,,BSFtYE4mG2Y,4622,성산 카페|우도 카페|우도 맛집
우도 카페,우도,low,,,,zoVCmePkawg,78675,우도 카페|우도 맛집
우도 카페,우도,low,,,,Cwgo5Y95Rko,6670,우도 카페
우도 카페(건물 내 A동 카페),우도,high,오션뷰,바다 조망 카페로 소개됨.,제주특별자치도 제주시 우도면 우도해안길,O9yuquCYFCc,6435,우도 카페
우도(섬) 카페들,우도,low,,,,TCReaEK88mc,2753,우도 카페
우도넛 카페,우도,low,디저트|베이커리,,,eAbFj_AMleQ,603,우도 카페
우도바위소리,우도,low,,,,xxsMWYMg3pU,312,우도 카페
우도소품관,우도,high,,영업시간: 10:00 - 17:00.,제주 제주시 우도면 우도해안길 1128,YuzAmQlVpps,247,우도 카페
우도예쁘다카페,우도,high,감성|디저트,아이스크림 무료 쿠폰 제공(썸타요 여행권 구매 시).,우도면 우도해안길 940,kDwu_uNftiQ,43,우도 카페
우도예쁘다카페,우도,low,디저트|브런치|감성,,,hoi-7DNSonY,201,우도 카페
우도우베이커리,우도,low,베이커리|디저트,,,KwXc1UiIVpc,2927,우도 카페
우도카페,우도,low,,,,OYy-OIiNbMs,613,우도 카페
우도클라쓰,우도,high,디저트,"시그니처 메뉴: 땅콩 아이스크림, 현무암 아이스크림. 영업시간: 10:00 - 18:00. 배 안 뜨는 풍랑 시 휴무.",제주 제주시 우도면 우도해안길 340,YuzAmQlVpps,247,우도 카페
우도팡팡,우도,low,오션뷰|대형|테라스카페|신상,,,79zd_TS7mZ4,9,우도 카페
우도팡팡,우도,mid,오션뷰|대형|야외석,바다가 보이는 대형 테라스 카페로 망고라떼·파인샤베트·레몬에이드 등의 메뉴가 언급됨.,,rdSK3pfxaKo,57,우도 카페
우디한섬,우도,low,오션뷰|감성,,,nLP-is18-zU,1259,우도 카페
원조우도샌드 우도클라쓰,우도,high,야외석,야외테라스가 있는 카페.,제주 제주시 우도면 우도해안길 340,2KrNRRRZmp8,12634,우도 카페|우도 맛집
제주삼춘네 우도점,우도,high,디저트,영업시간: 10:00 - 18:00. 배 안 뜨는 풍랑 시 휴무.,제주 제주시 우도면 우도해안길 1112,YuzAmQlVpps,247,우도 카페
제주카멜커피,우도,low,오션뷰,,,z7fpNzLRiGY,991,우도 포토존
지미스 아이스크림,우도,mid,오션뷰|디저트,땅콩&한라봉 아이스크림이 소개되며 2층에 바다뷰가 있다는 정보가 있음.,,l4n0BMzLhCc,58432,우도 카페|우도 맛집
카페 도렐,우도,low,오션뷰|디저트,,,qUhxZI-UiUQ,16669,우도 카페|우도 맛집
카페 톨카니,우도,low,오션뷰,,,98yJXHTBwOU,5101,제주 오션뷰 카페|제주 대형카페|제주 베이커리 카페|제주 노을 카페
카페갑준이똘,우도,low,,,,jHM1WBf2WvE,595,우도 카페
카페갑준이똘,우도,low,감성,,,hHhu5Dozpu4,329,우도 카페
카페살레,우도,low,디저트,,,V5SleymEvd8,403,우도 카페
카페살레,우도,low,,,,JgZ6F44LgjI,25090,우도 카페
카페살레,우도,high,오션뷰|디저트|베이커리,"오션뷰 카페로 우도땅콩솔티카라멜아이스크림·우도땅콩카라멜초코케이크 등 디저트와 커피를 제공하며, 100% 우유크림과 프랑스산 버터로 만든 디저트를 판매한다.","제주 제주시 우도면 우도해안길 816 1,2층",Q-zBMEDmeb0,19993,우도 카페
카페살레,우도,low,디저트,,,CMFpfL3FmgU,95,우도 카페
카페살레,우도,mid,오션뷰|감성,"우도 천진항 인근에 위치한 카페로 영상에서 우도 관광 중 방문하는 장면이 있음, 포토존과 해안도로 근처 위치.",,7iTroY2ZD5k,16653,우도 포토존
피넛캬라멜하우스,우도,low,디저트,,,BEy6jwOlsFE,363,제주 카페|서귀포 카페
하수고동카페,우도,low,오션뷰|디저트,,,nLP-is18-zU,1259,우도 카페
하하호호 우도본점,우도,high,오션뷰|로컬|디저트|베이커리,제주 본섬이 보이는 바다뷰가 있으며 땅콩·마늘 젤라또 아이스크림과 흑돼지 버거(직접 구운 빵)를 판매한다. 영업시간은 연중무휴 10:30–17:00(라스트오더 16:00).,제주도 제주시 우도면 우도해안길 532번지,rB6mPyROFhM,532,우도 카페
해변뷰 맛집 카페,우도,mid,오션뷰,해변뷰를 갖춘 카페로 영상의 우도 추천코스 중 소개된 장소입니다.,,TVq43Rt3R8E,65792,우도 카페|우도 맛집
훈데르트 윈즈,우도,mid,오션뷰|시그니처 메뉴는 본문에 있지만 태그 목록에 제한된 단어 중 '오션뷰'만 해당,성산일출봉이 눈앞에 보이는 오션뷰 카페로 땅콩 아이스크림 라떼가 대표 메뉴.,,MIpHx41iLVs,1604,우도 카페
훈데르트윈즈,우도,low,대형,,,BEy6jwOlsFE,363,제주 카페|서귀포 카페
훈데르트윈즈,우도,mid,오션뷰|뷰,성산일출봉과 한라산이 한눈에 보이는 오션뷰 카페.,,op3-QbAkwUw,302,우도 카페
훈데르트윈즈,우도,low,오션뷰,,,98yJXHTBwOU,5101,제주 오션뷰 카페|제주 대형카페|제주 베이커리 카페|제주 노을 카페
휴예그리나,우도,low,,,,2RZnjHa-A04,87,우도 카페
MOUMOON (모우문),월정리,low,오션뷰|감성,,,vWjTSXRNU0I,271,월정리 카페
구할구,월정리,low,감성,,,3RpUViapcP0,415,월정리 카페
깊커피,월정리,low,오션뷰|디저트,"바다뷰와 디저트, 포토존을 갖춘 월정리의 카페임이 제목과 키워드에서 언급됨.",,NuotT-idESA,2303,월정리 포토존
르바게트,월정리,low,베이커리,,,JRJq7EOdhaE,75477,월정리 카페|월정리 맛집
르바게트,월정리,mid,베이커리,빵카페로 소개됨.,,FHQ_JypWlKU,24486,월정리 카페
르바게트,월정리,high,베이커리,,제주 제주시 구좌읍 월정1길 30,qVMYzH7Sy9s,105802,월정리 맛집|김녕 카페
만월당,월정리,low,,,,4BczigQWtEk,837,월정리 카페
머문카페,월정리,low,베이커리|오션뷰,,,LnFvjHvlkw4,513,월정리 카페
모들공간,월정리,low,,,,4BczigQWtEk,837,월정리 카페
모래비,월정리,high,오션뷰|감성,"바다 앞에서 푸른 바다 뷰를 즐길 수 있는 오션뷰 카페로, 월정리 바다 앞에서 여유롭게 커피를 마실 수 있다고 소개됨.",제주 제주시 구좌읍 월정리 536-4,ag9y1cw3vKk,946,월정리 카페
바람,월정리,high,감성,몽환적인 아프리카 분위기와 커피·밀크티가 맛있다고 소개됨.,제주 제주시 구좌읍 월정리 454,S52bsdQQNZo,2449,월정리 카페|월정리 맛집
바람,월정리,mid,애견동반|베이커리,"월정리해수욕장 근처에 있는 소품샵 겸 카페로, 깔끔한 드립커피와 청귤에이드가 제공되며 반려동물 동반이 가능하다.",,A3nay3KDJwA,1422,월정리 카페
세모,월정리,low,감성,,,XoWHgvHcR5A,2374,월정리 카페
수카사,월정리,low,오션뷰|감성,,,XoWHgvHcR5A,2374,월정리 카페
순아커피,월정리,low,오션뷰|감성,,,XoWHgvHcR5A,2374,월정리 카페
아녜스의 앞치마,월정리,low,베이커리|감성,,,XoWHgvHcR5A,2374,월정리 카페
아베베 베이커리 비킬라,월정리,low,베이커리,,,GsapnYjjxLM,4995,성산 포토존
아베베베이커리 제주점,월정리,low,베이커리,,,JRJq7EOdhaE,75477,월정리 카페|월정리 맛집
월정리 오션뷰 브런치 카페,월정리,low,오션뷰|브런치,,,LQgi9NZaKow,1268,월정리 카페
월정스시마씸,월정리,low,,,,XoWHgvHcR5A,2374,월정리 카페
제주스런카페,월정리,low,,,,DqbGcVcrG8c,218,월정리 카페
초록초록 제주스러운 카페,월정리,low,,,,txbyHgTwd5k,2318,월정리 카페
카멜커피,월정리,high,오션뷰,대형 카페로 뷰가 좋고 외국 분위기가 나는 곳이며 관광객이 많다고 언급됨.,제주 제주시 구좌읍 행원리 581,S52bsdQQNZo,2449,월정리 카페|월정리 맛집
카멜커피 제주점,월정리,low,베이커리|감성,,,JRJq7EOdhaE,75477,월정리 카페|월정리 맛집
카페 구할구,월정리,low,감성,,,JRJq7EOdhaE,75477,월정리 카페|월정리 맛집
카페 바람,월정리,low,오션뷰|감성,,,XoWHgvHcR5A,2374,월정리 카페
카페 바람(vharam),월정리,mid,오션뷰|감성,오션뷰와 감성적인 분위기가 있는 카페.,,JRJq7EOdhaE,75477,월정리 카페|월정리 맛집
카페 한라산,월정리,low,,,,4BczigQWtEk,837,월정리 카페
카페깃든,월정리,low,,,,DqbGcVcrG8c,218,월정리 카페
카페머문,월정리,low,오션뷰|감성,,,bW0gEx4eQOY,1601,월정리 카페
카페바람 (vharam),월정리,low,오션뷰|감성,,,QU1_veCcheY,2387,월정리 카페
템푸스,월정리,low,오션뷰|감성,,,f-noGooS8WA,3532,월정리 카페
해안맞이로카페,월정리,low,,,,DqbGcVcrG8c,218,월정리 카페
Tisch,위미,mid,,,서귀포시 남원읍 태위로 181,y9JFN8yj-cw,1878,위미 카페
라룬블루,위미,low,디저트|베이커리|신상,,,n6FZHPZ0OYw,158,제주 신상 카페|위미 카페
루브린라운지,위미,mid,루프탑|야외석,동백꽃이 아름다운 3500평 규모의 대형 카페.,,JuodGJZKcsE,908,위미 카페
르브아커피,위미,mid,,,서귀포시 남원읍 태위로266번길 15,y9JFN8yj-cw,1878,위미 카페
마티에르,위미,low,디저트|브런치,,,hr2LMohXHLI,75,위미 카페
모노클제주,위미,mid,,,서귀포시 남원읍 태위로360번길 30-8,y9JFN8yj-cw,1878,위미 카페
무량제주,위미,high,감성,한옥 분위기의 카페로 부모님 모시고 가기 좋은 분위기 좋은 신상 카페.,서귀포시 남원읍 일주동로 7747,y9JFN8yj-cw,1878,위미 카페
무량제주,위미,high,베이커리|디저트|애견동반,"넓은 정원과 주차장, 구황작물 빵과 몽블랑·꿀밤라떼 등 디저트와 음료를 제공하며 영업시간은 평일 11~19시, 주말 20시까지.",서귀포 일주동로 7747,Dua2Tz8wdgE,120,위미 카페
무량제주,위미,high,디저트|브런치,"크리스마스 분위기 카페로 트리 포토존이 있으며 생딸기 우유빙수·생딸기라떼·생딸기케이크 등 신메뉴와 따뜻한 한방차·대추차를 제공한다. 영업시간은 평일 11~19시, 주말 20시까지.",서귀포 일주동로 7747,7MsqzOGczWU,372,위미 카페
